,engine,cycle,setting_1,setting_2,setting_3,(Fan inlet temperature) (◦R),(LPC outlet temperature) (◦R),(HPC outlet temperature) (◦R),(LPT outlet temperature) (◦R),(Fan inlet Pressure) (psia),(bypass-duct pressure) (psia),(HPC outlet pressure) (psia),(Physical fan speed) (rpm),(Physical core speed) (rpm),(Engine pressure ratio(P50/P2),(HPC outlet Static pressure) (psia),(Ratio of fuel flow to Ps30) (pps/psia),(Corrected fan speed) (rpm),(Corrected core speed) (rpm),(Bypass Ratio) ,(Burner fuel-air ratio),(Bleed Enthalpy),(Required fan speed),(Required fan conversion speed),(High-pressure turbines Cool air flow),(Low-pressure turbines Cool air flow),RUL
16312,81,176,-0.0003,0.0005,100.0,518.67,643.09,1603.18,1408.59,14.62,21.61,553.19,2388.13,9061.67,1.3,47.75,521.31,2388.16,8144.43,8.4581,0.03,395,2388,100.0,38.84,23.1101,64
16313,81,177,-0.0006,-0.0001,100.0,518.67,643.2,1590.27,1411.71,14.62,21.61,552.69,2388.15,9057.27,1.3,47.79,521.17,2388.15,8138.92,8.4951,0.03,394,2388,100.0,38.54,23.2311,63
16314,81,178,0.0033,-0.0001,100.0,518.67,642.71,1592.84,1418.57,14.62,21.61,553.24,2388.16,9058.92,1.3,47.9,521.15,2388.09,8140.11,8.4207,0.03,394,2388,100.0,38.63,23.1819,62
16315,81,179,0.0024,0.0006,100.0,518.67,642.78,1595.78,1416.61,14.62,21.61,553.91,2388.16,9057.04,1.3,48.02,520.98,2388.1,8138.57,8.4595,0.03,395,2388,100.0,38.76,23.2439,61
16316,81,180,-0.0021,-0.0002,100.0,518.67,643.24,1593.24,1410.77,14.62,21.61,552.87,2388.15,9061.1,1.3,47.69,520.77,2388.1,8140.15,8.4508,0.03,395,2388,100.0,38.63,23.2446,60
16317,81,181,-0.0008,-0.0004,100.0,518.67,643.12,1596.17,1411.43,14.62,21.61,552.76,2388.13,9055.55,1.3,47.64,520.08,2388.19,8136.21,8.4312,0.03,395,2388,100.0,38.65,23.237,59
16318,81,182,0.0004,-0.0001,100.0,518.67,643.1,1596.43,1421.36,14.62,21.61,552.68,2388.14,9057.6,1.3,47.77,520.85,2388.12,8139.26,8.4947,0.03,395,2388,100.0,38.69,23.2961,58
16319,81,183,-0.0011,0.0004,100.0,518.67,642.8,1595.95,1415.42,14.62,21.61,552.7,2388.18,9058.96,1.3,47.59,521.45,2388.17,8133.16,8.4638,0.03,394,2388,100.0,38.63,23.2847,57
16320,81,184,-0.001,0.0004,100.0,518.67,643.2,1591.81,1412.8,14.62,21.61,552.77,2388.16,9063.51,1.3,47.83,520.99,2388.18,8138.37,8.4903,0.03,395,2388,100.0,38.8,23.2694,56
16321,81,185,-0.0016,0.0002,100.0,518.67,643.61,1591.13,1407.22,14.62,21.61,552.65,2388.23,9061.14,1.3,47.71,520.65,2388.14,8137.82,8.4559,0.03,396,2388,100.0,38.64,23.1169,55
16322,81,186,-0.0034,-0.0003,100.0,518.67,642.93,1601.24,1417.38,14.62,21.61,552.6,2388.13,9057.34,1.3,47.67,521.26,2388.11,8141.25,8.477,0.03,395,2388,100.0,38.72,23.2038,54
16323,81,187,-0.0002,0.0006,100.0,518.67,643.27,1591.74,1414.74,14.62,21.61,552.43,2388.15,9058.31,1.3,47.68,520.8,2388.19,8137.94,8.4731,0.03,395,2388,100.0,38.8,23.213,53
16324,81,188,-0.0001,0.0004,100.0,518.67,642.91,1594.31,1413.18,14.62,21.61,552.48,2388.15,9054.06,1.3,47.95,521.09,2388.16,8137.98,8.4527,0.03,394,2388,100.0,38.73,23.2177,52
16325,81,189,-0.0002,0.0004,100.0,518.67,643.12,1591.22,1417.01,14.62,21.61,551.91,2388.17,9058.92,1.3,47.85,521.0,2388.11,8136.91,8.4874,0.03,393,2388,100.0,38.64,23.2388,51
16326,81,190,0.0025,0.0001,100.0,518.67,643.18,1589.91,1421.7,14.62,21.61,553.02,2388.15,9064.61,1.3,47.82,520.77,2388.19,8134.45,8.4596,0.03,393,2388,100.0,38.74,23.2114,50
16327,81,191,0.0002,0.0004,100.0,518.67,643.27,1592.62,1417.35,14.62,21.61,552.92,2388.11,9068.29,1.3,47.93,520.76,2388.17,8138.06,8.5086,0.03,395,2388,100.0,38.88,23.2118,49
16328,81,192,-0.003,0.0002,100.0,518.67,642.85,1591.05,1418.64,14.62,21.61,551.75,2388.13,9048.84,1.3,47.75,520.87,2388.14,8130.65,8.4833,0.03,396,2388,100.0,38.67,23.1617,48
16329,81,193,0.0026,-0.0003,100.0,518.67,642.75,1591.16,1421.43,14.62,21.61,552.49,2388.08,9062.75,1.3,47.6,520.58,2388.18,8139.7,8.4712,0.03,394,2388,100.0,38.68,23.1199,47
16330,81,194,0.0005,0.0001,100.0,518.67,643.23,1597.26,1415.88,14.62,21.61,551.88,2388.14,9057.95,1.3,47.68,520.59,2388.14,8138.77,8.4351,0.03,394,2388,100.0,38.51,23.0601,46
16331,81,195,0.001,-0.0001,100.0,518.67,643.17,1599.1,1416.77,14.62,21.61,552.39,2388.16,9054.04,1.3,47.75,520.49,2388.26,8140.57,8.458,0.03,394,2388,100.0,38.47,23.2023,45
16332,81,196,0.0001,0.0004,100.0,518.67,643.21,1592.15,1416.31,14.62,21.61,552.47,2388.23,9059.11,1.3,47.77,520.57,2388.12,8138.36,8.4679,0.03,395,2388,100.0,38.76,23.196,44
16333,81,197,0.0,0.0001,100.0,518.67,643.6,1592.42,1423.17,14.62,21.61,552.13,2388.18,9064.31,1.3,47.92,520.84,2388.17,8137.42,8.4724,0.03,395,2388,100.0,38.71,23.0906,43
16334,81,198,0.0032,0.0005,100.0,518.67,643.36,1599.02,1416.32,14.62,21.61,553.24,2388.18,9066.69,1.3,47.82,520.65,2388.2,8131.76,8.478,0.03,394,2388,100.0,38.49,23.1827,42
16335,81,199,-0.0008,0.0005,100.0,518.67,643.01,1599.91,1425.08,14.62,21.61,552.11,2388.14,9062.65,1.3,47.78,520.54,2388.13,8140.7,8.4716,0.03,395,2388,100.0,38.51,23.1637,41
16336,81,200,0.0023,-0.0004,100.0,518.67,642.97,1598.76,1419.03,14.62,21.61,552.84,2388.19,9066.95,1.3,47.59,520.54,2388.18,8133.52,8.4814,0.03,394,2388,100.0,38.55,23.2286,40
16337,81,201,0.0017,0.0003,100.0,518.67,643.22,1596.8,1419.4,14.62,21.61,552.97,2388.15,9064.38,1.3,48.02,520.45,2388.18,8139.87,8.4587,0.03,393,2388,100.0,38.56,23.2079,39
16338,81,202,-0.002,-0.0001,100.0,518.67,643.07,1595.81,1417.69,14.62,21.61,552.6,2388.17,9052.64,1.3,47.71,520.54,2388.16,8137.62,8.4544,0.03,394,2388,100.0,38.63,23.1522,38
16339,81,203,0.0013,0.0005,100.0,518.67,643.66,1600.0,1414.28,14.62,21.61,551.57,2388.2,9055.47,1.3,47.76,520.4,2388.2,8142.67,8.497,0.03,396,2388,100.0,38.72,23.134,37
16340,81,204,-0.0,0.0003,100.0,518.67,642.97,1601.76,1425.73,14.62,21.61,552.42,2388.16,9059.8,1.3,47.76,520.82,2388.27,8133.14,8.4853,0.03,395,2388,100.0,38.56,23.2298,36
16341,81,205,0.0038,0.0006,100.0,518.67,643.02,1591.53,1417.58,14.62,21.61,552.35,2388.11,9057.3,1.3,47.91,520.59,2388.19,8133.19,8.4953,0.03,395,2388,100.0,38.77,23.1862,35
16342,81,206,0.002,-0.0002,100.0,518.67,643.41,1596.17,1421.04,14.62,21.61,551.95,2388.25,9061.55,1.3,47.78,520.67,2388.17,8135.94,8.4642,0.03,393,2388,100.0,38.68,23.1132,34
16343,81,207,-0.0046,0.0005,100.0,518.67,643.58,1602.79,1418.65,14.62,21.61,552.53,2388.22,9058.19,1.3,48.04,519.85,2388.2,8135.95,8.4983,0.03,395,2388,100.0,38.67,23.1698,33
16344,81,208,-0.0051,0.0004,100.0,518.67,642.99,1588.33,1415.26,14.62,21.61,552.24,2388.16,9059.83,1.3,47.79,520.45,2388.17,8137.55,8.487,0.03,396,2388,100.0,38.52,23.1557,32
16345,81,209,0.0001,0.0004,100.0,518.67,643.67,1601.06,1411.82,14.62,21.61,551.98,2388.19,9059.33,1.3,48.06,520.42,2388.21,8140.55,8.4659,0.03,396,2388,100.0,38.58,23.1506,31
16346,81,210,0.0019,0.0,100.0,518.67,642.61,1601.72,1417.33,14.62,21.61,552.22,2388.23,9060.6,1.3,47.91,520.48,2388.2,8140.41,8.5227,0.03,393,2388,100.0,38.52,23.1811,30
16347,81,211,-0.0012,-0.0,100.0,518.67,644.01,1596.42,1419.54,14.62,21.61,552.05,2388.22,9058.96,1.3,47.83,520.42,2388.17,8133.3,8.5006,0.03,397,2388,100.0,38.57,23.1864,29
16348,81,212,0.0001,0.0004,100.0,518.67,643.29,1598.8,1420.23,14.62,21.61,552.13,2388.22,9060.21,1.3,47.9,520.1,2388.13,8137.02,8.477,0.03,394,2388,100.0,38.68,23.2111,28
16349,81,213,0.0004,0.0003,100.0,518.67,643.41,1599.61,1429.36,14.62,21.61,552.03,2388.19,9065.03,1.3,48.01,520.77,2388.24,8137.94,8.4957,0.03,395,2388,100.0,38.62,23.1601,27
16350,81,214,0.0006,-0.0003,100.0,518.67,643.27,1589.75,1419.74,14.62,21.61,551.78,2388.18,9056.22,1.3,48.02,519.81,2388.22,8134.29,8.5477,0.03,396,2388,100.0,38.71,23.1279,26
16351,81,215,0.0011,-0.0001,100.0,518.67,643.54,1598.75,1428.35,14.62,21.61,551.92,2388.26,9060.24,1.3,47.85,520.25,2388.26,8135.72,8.5108,0.03,394,2388,100.0,38.74,23.1159,25
16352,81,216,-0.0007,0.0002,100.0,518.67,643.46,1602.5,1431.13,14.62,21.61,551.78,2388.23,9059.36,1.3,48.0,520.33,2388.25,8130.65,8.494,0.03,394,2388,100.0,38.54,23.0676,24
16353,81,217,-0.0019,-0.0003,100.0,518.67,643.2,1601.54,1425.23,14.62,21.61,552.25,2388.16,9060.7,1.3,48.17,519.86,2388.24,8133.9,8.5343,0.03,395,2388,100.0,38.63,23.1645,23
16354,81,218,0.0007,-0.0003,100.0,518.67,643.55,1599.82,1424.68,14.62,21.61,552.03,2388.2,9051.53,1.3,47.85,519.68,2388.21,8134.72,8.4871,0.03,396,2388,100.0,38.74,23.1227,22
16355,81,219,0.0048,-0.0003,100.0,518.67,643.84,1594.08,1421.7,14.62,21.61,552.36,2388.21,9058.36,1.3,48.01,520.28,2388.23,8136.72,8.5343,0.03,392,2388,100.0,38.49,23.1607,21
16356,81,220,0.0007,-0.0002,100.0,518.67,642.95,1595.53,1419.81,14.62,21.61,552.31,2388.22,9063.35,1.3,47.84,520.19,2388.21,8134.14,8.4536,0.03,397,2388,100.0,38.77,23.1548,20
16357,81,221,-0.0029,0.0005,100.0,518.67,643.6,1599.86,1419.89,14.62,21.61,551.68,2388.21,9054.64,1.3,48.03,519.98,2388.24,8138.17,8.4727,0.03,394,2388,100.0,38.59,23.1223,19
16358,81,222,0.0001,0.0002,100.0,518.67,643.53,1595.77,1422.42,14.62,21.61,551.64,2388.22,9065.05,1.3,47.97,520.35,2388.17,8138.01,8.4638,0.03,395,2388,100.0,38.81,23.089,18
16359,81,223,-0.0013,-0.0003,100.0,518.67,643.06,1598.2,1430.6,14.62,21.61,551.16,2388.28,9059.48,1.3,48.03,520.36,2388.25,8136.6,8.5017,0.03,397,2388,100.0,38.67,23.0181,17
16360,81,224,0.0029,0.0001,100.0,518.67,643.74,1597.08,1422.35,14.62,21.61,551.64,2388.27,9054.05,1.3,47.85,520.37,2388.23,8136.31,8.5224,0.03,396,2388,100.0,38.49,23.065,16
16361,81,225,0.0034,0.0002,100.0,518.67,643.43,1595.87,1424.07,14.62,21.61,551.54,2388.26,9055.03,1.3,48.01,520.09,2388.23,8130.87,8.4875,0.03,395,2388,100.0,38.62,23.1047,15
16362,81,226,-0.0067,-0.0003,100.0,518.67,643.25,1598.29,1419.61,14.62,21.61,552.08,2388.26,9054.6,1.3,48.1,520.05,2388.24,8127.99,8.5346,0.03,395,2388,100.0,38.49,23.1502,14
16363,81,227,0.0048,0.0002,100.0,518.67,643.53,1595.27,1435.9,14.62,21.61,551.73,2388.16,9056.9,1.3,47.88,520.05,2388.23,8127.82,8.5257,0.03,396,2388,100.0,38.57,23.1584,13
16364,81,228,0.0042,0.0005,100.0,518.67,643.51,1595.73,1429.46,14.62,21.61,551.58,2388.22,9062.39,1.3,48.0,519.61,2388.23,8130.9,8.4974,0.03,396,2388,100.0,38.65,23.0714,12
16365,81,229,0.005,-0.0004,100.0,518.67,643.64,1601.55,1424.33,14.62,21.61,551.74,2388.3,9052.33,1.3,47.84,519.88,2388.23,8129.19,8.521,0.03,396,2388,100.0,38.6,23.1146,11
16366,81,230,-0.0017,-0.0003,100.0,518.67,643.51,1595.34,1414.68,14.62,21.61,551.4,2388.18,9055.41,1.3,48.05,519.97,2388.21,8132.31,8.5269,0.03,396,2388,100.0,38.58,23.1377,10
16367,81,231,-0.0021,0.0005,100.0,518.67,643.13,1599.45,1427.73,14.62,21.61,551.84,2388.27,9046.41,1.3,48.06,519.88,2388.28,8128.72,8.5199,0.03,394,2388,100.0,38.43,23.0834,9
16368,81,232,0.0051,-0.0001,100.0,518.67,643.38,1606.06,1427.02,14.62,21.61,551.12,2388.26,9055.44,1.3,47.87,519.64,2388.28,8134.27,8.5265,0.03,395,2388,100.0,38.52,23.2141,8
16369,81,233,0.0015,0.0004,100.0,518.67,643.56,1601.27,1427.91,14.62,21.61,551.6,2388.29,9055.79,1.3,48.1,519.84,2388.24,8134.41,8.4978,0.03,397,2388,100.0,38.55,23.0823,7
16370,81,234,0.0028,0.0003,100.0,518.67,642.93,1588.56,1418.51,14.62,21.61,551.78,2388.28,9060.92,1.3,48.09,520.18,2388.22,8138.68,8.5318,0.03,397,2388,100.0,38.36,23.0794,6
16371,81,235,0.0017,0.0003,100.0,518.67,644.05,1596.94,1430.19,14.62,21.61,551.22,2388.23,9068.38,1.3,48.06,519.98,2388.27,8133.13,8.5177,0.03,397,2388,100.0,38.46,23.017,5
16372,81,236,-0.0017,0.0002,100.0,518.67,643.19,1604.98,1433.39,14.62,21.61,551.46,2388.25,9059.03,1.3,48.25,519.56,2388.27,8134.79,8.502,0.03,396,2388,100.0,38.68,23.1285,4
16373,81,237,-0.0004,-0.0,100.0,518.67,643.94,1608.12,1432.04,14.62,21.61,551.11,2388.3,9059.52,1.3,48.16,519.2,2388.27,8130.88,8.5197,0.03,396,2388,100.0,38.48,23.0948,3
16374,81,238,0.0011,-0.0004,100.0,518.67,643.54,1598.68,1428.15,14.62,21.61,551.54,2388.33,9055.6,1.3,48.11,519.35,2388.23,8135.48,8.4911,0.03,395,2388,100.0,38.48,23.0828,2
16375,81,239,0.0068,0.0005,100.0,518.67,643.84,1602.45,1429.38,14.62,21.61,550.82,2388.22,9053.05,1.3,48.43,519.09,2388.27,8127.27,8.5395,0.03,398,2388,100.0,38.3,23.0611,1
16376,81,240,-0.0026,-0.0003,100.0,518.67,644.01,1601.01,1423.61,14.62,21.61,550.75,2388.28,9061.24,1.3,48.12,519.48,2388.22,8129.61,8.4922,0.03,397,2388,100.0,38.37,23.0289,0
16377,82,1,0.0,-0.0002,100.0,518.67,641.73,1582.64,1401.58,14.62,21.61,555.37,2387.98,9064.54,1.3,47.09,522.39,2387.99,8148.75,8.383,0.03,391,2388,100.0,38.84,23.4584,213
16378,82,2,-0.0025,0.0001,100.0,518.67,642.07,1585.1,1395.89,14.62,21.61,554.94,2387.99,9060.04,1.3,47.32,522.48,2387.98,8145.71,8.4002,0.03,392,2388,100.0,39.1,23.5238,212
16379,82,3,-0.0038,0.0003,100.0,518.67,641.86,1588.69,1394.02,14.62,21.61,554.86,2388.0,9057.61,1.3,47.23,522.57,2387.98,8143.7,8.3877,0.03,391,2388,100.0,39.0,23.478,211
16380,82,4,0.0023,-0.0,100.0,518.67,641.99,1584.03,1400.45,14.62,21.61,554.45,2388.01,9068.18,1.3,47.27,522.3,2388.06,8142.17,8.379,0.03,392,2388,100.0,38.79,23.4673,210
16381,82,5,0.0047,0.0004,100.0,518.67,642.32,1579.79,1399.32,14.62,21.61,554.39,2387.99,9062.71,1.3,47.16,522.72,2388.01,8145.3,8.3988,0.03,390,2388,100.0,38.94,23.3646,209
16382,82,6,-0.0005,-0.0002,100.0,518.67,642.26,1578.0,1398.33,14.62,21.61,554.55,2387.96,9056.97,1.3,47.17,522.64,2388.03,8140.26,8.3997,0.03,392,2388,100.0,38.91,23.2786,208
16383,82,7,0.0016,-0.0001,100.0,518.67,641.85,1582.53,1398.36,14.62,21.61,555.13,2388.0,9061.69,1.3,47.04,522.16,2388.01,8135.09,8.3652,0.03,392,2388,100.0,38.94,23.4544,207
16384,82,8,-0.0045,0.0004,100.0,518.67,642.17,1575.42,1397.17,14.62,21.61,554.52,2388.04,9062.38,1.3,47.0,522.05,2388.0,8139.57,8.403,0.03,391,2388,100.0,39.1,23.2782,206
16385,82,9,-0.0026,0.0002,100.0,518.67,642.02,1585.46,1396.68,14.62,21.61,554.13,2388.02,9066.0,1.3,47.23,522.41,2388.0,8141.06,8.3675,0.03,391,2388,100.0,38.91,23.3556,205
16386,82,10,0.0002,-0.0005,100.0,518.67,641.57,1580.98,1395.96,14.62,21.6,554.8,2388.0,9057.55,1.3,47.1,522.84,2387.94,8146.73,8.4018,0.03,391,2388,100.0,39.05,23.6184,204
16387,82,11,-0.0031,-0.0005,100.0,518.67,641.96,1585.18,1397.2,14.62,21.61,554.36,2388.0,9057.97,1.3,47.31,521.94,2387.95,8143.87,8.3901,0.03,391,2388,100.0,39.03,23.3743,203
16388,82,12,-0.0037,-0.0005,100.0,518.67,642.48,1590.69,1401.2,14.62,21.61,554.19,2388.02,9063.7,1.3,47.19,522.25,2387.96,8141.06,8.3848,0.03,390,2388,100.0,39.11,23.465,202
16389,82,13,-0.0013,0.0004,100.0,518.67,641.91,1587.03,1395.05,14.62,21.61,554.84,2388.01,9069.0,1.3,47.08,522.48,2387.97,8144.88,8.4022,0.03,392,2388,100.0,39.13,23.4688,201
16390,82,14,-0.0016,-0.0001,100.0,518.67,641.88,1586.63,1392.92,14.62,21.61,554.91,2388.05,9063.69,1.3,47.28,522.74,2387.91,8145.15,8.4291,0.03,391,2388,100.0,38.95,23.4104,200
16391,82,15,0.0,-0.0003,100.0,518.67,641.95,1592.11,1397.32,14.62,21.61,554.35,2388.01,9057.31,1.3,47.1,522.36,2388.02,8143.4,8.4285,0.03,391,2388,100.0,39.18,23.4827,199
16392,82,16,0.0022,-0.0004,100.0,518.67,642.63,1582.57,1392.57,14.62,21.61,554.8,2388.0,9061.83,1.3,47.05,521.74,2388.03,8145.17,8.3906,0.03,393,2388,100.0,38.96,23.4677,198
16393,82,17,0.002,-0.0003,100.0,518.67,641.77,1571.06,1397.03,14.62,21.61,554.75,2387.92,9053.68,1.3,47.21,522.73,2387.98,8144.86,8.3977,0.03,390,2388,100.0,38.98,23.4522,197
16394,82,18,-0.0017,-0.0001,100.0,518.67,642.22,1583.64,1392.33,14.62,21.61,554.66,2388.0,9064.23,1.3,47.05,522.89,2387.99,8148.94,8.4178,0.03,391,2388,100.0,38.95,23.3059,196
16395,82,19,-0.0011,-0.0002,100.0,518.67,641.87,1587.92,1394.24,14.62,21.6,554.38,2388.03,9064.01,1.3,47.17,522.5,2388.04,8141.87,8.3713,0.03,390,2388,100.0,39.0,23.3893,195
16396,82,20,0.0016,-0.0005,100.0,518.67,641.97,1587.51,1403.92,14.62,21.61,554.47,2388.02,9064.24,1.3,47.02,522.35,2387.98,8138.39,8.3547,0.03,392,2388,100.0,39.12,23.3263,194
16397,82,21,-0.0005,0.0004,100.0,518.67,642.17,1579.35,1396.69,14.62,21.61,554.89,2388.05,9056.46,1.3,47.08,522.29,2388.01,8149.35,8.3839,0.03,391,2388,100.0,38.96,23.4393,193
16398,82,22,-0.0009,-0.0002,100.0,518.67,642.14,1583.34,1409.18,14.62,21.61,555.43,2387.99,9061.35,1.3,47.24,522.65,2388.01,8147.63,8.3894,0.03,391,2388,100.0,39.02,23.3779,192
16399,82,23,0.0013,0.0004,100.0,518.67,642.48,1586.52,1396.22,14.62,21.61,553.94,2388.07,9053.32,1.3,47.24,522.38,2388.02,8141.54,8.3883,0.03,392,2388,100.0,39.09,23.387,191
16400,82,24,-0.0016,0.0004,100.0,518.67,642.16,1585.12,1388.77,14.62,21.61,554.81,2388.01,9058.33,1.3,47.09,522.96,2387.97,8147.67,8.3778,0.03,393,2388,100.0,38.93,23.4291,190
16401,82,25,-0.0016,0.0003,100.0,518.67,642.48,1583.22,1392.81,14.62,21.61,554.59,2388.05,9062.85,1.3,47.19,522.25,2387.96,8142.57,8.3922,0.03,393,2388,100.0,39.06,23.3843,189
16402,82,26,0.0007,0.0002,100.0,518.67,642.17,1589.67,1398.34,14.62,21.61,554.37,2387.98,9059.52,1.3,47.06,523.24,2388.02,8142.81,8.4059,0.03,390,2388,100.0,39.21,23.5001,188
16403,82,27,-0.0026,0.0001,100.0,518.67,642.15,1582.41,1397.58,14.62,21.61,554.6,2388.02,9067.98,1.3,47.19,522.7,2387.98,8145.04,8.4044,0.03,390,2388,100.0,39.0,23.3612,187
16404,82,28,-0.0007,0.0002,100.0,518.67,642.17,1579.05,1395.33,14.62,21.61,554.5,2388.01,9059.04,1.3,47.2,522.77,2387.96,8143.16,8.377,0.03,392,2388,100.0,39.03,23.4513,186
16405,82,29,0.0004,-0.0,100.0,518.67,641.73,1579.71,1398.81,14.62,21.61,555.52,2387.99,9063.28,1.3,47.28,522.16,2388.0,8147.25,8.3936,0.03,390,2388,100.0,39.11,23.3655,185
16406,82,30,-0.0006,-0.0005,100.0,518.67,642.51,1587.88,1398.81,14.62,21.61,554.41,2387.97,9056.53,1.3,47.34,522.37,2387.98,8144.33,8.3788,0.03,393,2388,100.0,38.99,23.4129,184
16407,82,31,0.0005,0.0003,100.0,518.67,641.7,1576.42,1388.63,14.62,21.61,553.78,2387.99,9064.33,1.3,47.26,522.45,2387.96,8144.92,8.385,0.03,391,2388,100.0,39.04,23.393,183
16408,82,32,-0.0036,-0.0005,100.0,518.67,642.21,1587.83,1393.2,14.62,21.61,555.09,2388.07,9064.33,1.3,47.01,522.51,2387.99,8147.31,8.3882,0.03,391,2388,100.0,38.96,23.454,182
16409,82,33,0.0005,0.0003,100.0,518.67,642.31,1584.74,1394.85,14.62,21.6,555.06,2388.0,9069.51,1.3,47.34,522.4,2388.01,8142.4,8.3721,0.03,391,2388,100.0,39.0,23.279,181
16410,82,34,-0.0016,0.0004,100.0,518.67,642.31,1591.06,1393.82,14.62,21.61,554.35,2388.01,9064.27,1.3,47.14,522.35,2387.98,8144.74,8.3862,0.03,391,2388,100.0,39.09,23.4441,180
16411,82,35,-0.0006,-0.0002,100.0,518.67,642.34,1584.24,1391.89,14.62,21.61,554.65,2387.96,9065.11,1.3,47.33,522.51,2388.03,8143.67,8.4042,0.03,391,2388,100.0,39.13,23.3572,179
16412,82,36,0.0004,-0.0001,100.0,518.67,642.06,1577.45,1391.48,14.62,21.61,554.17,2388.0,9056.72,1.3,47.26,522.47,2387.98,8145.11,8.3953,0.03,391,2388,100.0,39.02,23.4259,178
16413,82,37,-0.0041,0.0002,100.0,518.67,641.53,1584.31,1392.26,14.62,21.61,554.7,2388.05,9058.67,1.3,47.19,522.27,2387.94,8145.16,8.3984,0.03,391,2388,100.0,38.92,23.4581,177
16414,82,38,0.0005,-0.0003,100.0,518.67,642.4,1584.39,1391.37,14.62,21.61,554.05,2388.0,9067.81,1.3,47.01,522.93,2388.0,8149.35,8.3723,0.03,391,2388,100.0,39.01,23.3497,176
16415,82,39,0.0031,-0.0001,100.0,518.67,642.02,1580.74,1399.68,14.62,21.6,554.84,2387.99,9065.8,1.3,47.17,521.97,2388.01,8143.73,8.3979,0.03,391,2388,100.0,39.15,23.458,175
16416,82,40,0.0006,0.0002,100.0,518.67,642.21,1580.83,1401.8,14.62,21.61,554.97,2387.91,9070.2,1.3,47.21,521.88,2387.98,8147.8,8.4043,0.03,392,2388,100.0,39.13,23.4203,174
16417,82,41,0.0037,-0.0003,100.0,518.67,641.27,1582.03,1392.21,14.62,21.61,554.46,2388.02,9060.47,1.3,47.28,522.18,2388.03,8145.62,8.402,0.03,392,2388,100.0,39.14,23.4237,173
16418,82,42,0.0002,0.0004,100.0,518.67,642.03,1586.52,1392.09,14.62,21.61,554.86,2388.01,9062.5,1.3,47.21,522.26,2388.04,8140.27,8.4193,0.03,390,2388,100.0,39.01,23.3928,172
16419,82,43,-0.0011,0.0001,100.0,518.67,641.87,1588.81,1396.54,14.62,21.61,554.46,2388.0,9067.25,1.3,47.24,522.28,2387.95,8150.56,8.3919,0.03,391,2388,100.0,39.08,23.4025,171
16420,82,44,0.0013,0.0004,100.0,518.67,641.36,1584.8,1396.66,14.62,21.6,555.39,2388.06,9061.84,1.3,47.08,522.52,2388.02,8150.68,8.382,0.03,392,2388,100.0,39.08,23.4129,170
16421,82,45,0.0044,0.0003,100.0,518.67,642.73,1580.37,1400.08,14.62,21.61,554.93,2388.02,9063.28,1.3,47.18,522.58,2387.97,8149.74,8.4284,0.03,391,2388,100.0,39.11,23.4595,169
16422,82,46,-0.0018,0.0,100.0,518.67,642.24,1580.51,1398.2,14.62,21.61,555.34,2387.99,9062.83,1.3,46.97,522.08,2388.01,8149.38,8.3971,0.03,393,2388,100.0,39.0,23.3165,168
16423,82,47,-0.0005,0.0003,100.0,518.67,641.92,1585.18,1400.11,14.62,21.61,554.71,2387.94,9070.1,1.3,47.26,522.33,2387.98,8144.83,8.392,0.03,391,2388,100.0,39.03,23.339,167
16424,82,48,0.0002,-0.0002,100.0,518.67,642.4,1590.8,1392.28,14.62,21.61,554.74,2387.96,9074.92,1.3,47.09,521.87,2387.97,8146.48,8.4185,0.03,393,2388,100.0,38.96,23.436,166
16425,82,49,0.0024,0.0003,100.0,518.67,642.27,1579.21,1396.93,14.62,21.61,555.13,2387.97,9058.21,1.3,47.04,522.49,2387.96,8148.33,8.4088,0.03,391,2388,100.0,38.95,23.3496,165
16426,82,50,0.0011,-0.0004,100.0,518.67,642.11,1586.56,1402.89,14.62,21.61,554.5,2387.99,9062.6,1.3,47.32,522.24,2388.0,8146.11,8.4038,0.03,390,2388,100.0,39.05,23.4369,164
16427,82,51,0.0023,-0.0001,100.0,518.67,642.25,1585.36,1398.14,14.62,21.61,554.71,2387.95,9059.44,1.3,47.18,522.4,2388.04,8143.86,8.4189,0.03,392,2388,100.0,38.97,23.4323,163
16428,82,52,0.0032,0.0004,100.0,518.67,642.83,1584.34,1400.28,14.62,21.61,554.9,2388.01,9067.52,1.3,47.3,522.47,2388.01,8145.39,8.4069,0.03,392,2388,100.0,39.16,23.3501,162
16429,82,53,-0.0014,-0.0,100.0,518.67,641.84,1586.78,1391.44,14.62,21.61,553.79,2388.01,9067.43,1.3,47.17,522.71,2387.99,8146.55,8.4039,0.03,392,2388,100.0,38.99,23.4908,161
16430,82,54,-0.0015,-0.0001,100.0,518.67,641.54,1590.45,1392.04,14.62,21.61,554.5,2388.04,9066.32,1.3,47.02,522.21,2388.05,8143.51,8.3917,0.03,391,2388,100.0,38.97,23.511,160
16431,82,55,-0.0003,0.0002,100.0,518.67,641.97,1587.51,1391.42,14.62,21.61,555.05,2387.99,9064.96,1.3,47.15,523.38,2388.05,8145.8,8.4092,0.03,391,2388,100.0,39.08,23.4211,159
16432,82,56,-0.0016,-0.0002,100.0,518.67,642.03,1582.61,1398.62,14.62,21.61,554.89,2387.95,9067.32,1.3,47.28,522.48,2388.01,8146.73,8.4074,0.03,391,2388,100.0,39.05,23.3588,158
